fatalities,injured,evacuated,estimated_total_cost,normalized_total_cost,federal_payments,provincial_payments,insurance_payments,start_day,start_week,start_month,start_year,start_weekend,start_season_canada,end_day,end_week,end_month,end_year,end_weekend,end_season_canada,disaster_type,disaster_subgroup,disaster_group,disaster_category,magnitude,utility_people_affected,city,province,country,canada,summary
,,100,0,0,,,,7,15,4,2002,t,Spring,7,15,4,2002,t,Spring,Non-Residential,Explosion,Technology,Incident,0,0,Brookdale,MB,Canada,t,"Brookdale MB, April 14, 2002.  A rupture occurred on the 914-mm natural gas transmission Line 100-3 (main line) of TransCanada Pipelines 2 km from the village of Brookdale, Manitoba.  There were no injuries, damage or fatalities noted in the area. Approximately 100 people within a 4 km radius were evacuated by the RCMP.  On April 25, 2002 TransCanada completed the repairs and Line 100-3 was fully restored to normal service on July 5, 2002. "
0,0,129,32332,1939.9,,19779,,1,21,5,2002,f,Spring,3,21,5,2002,f,Spring,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Montreal Lake,SK,Canada,t,"Montreal Lake SK, May 20-22, 2002.  Extreme burning conditions existed throughout Saskatchewan at this time.  Winds gusting at 50 to 60 km/h aided the spread of fires (around 48 in total), mostly in grasses and brush.  This specific fire was first spotted around the Bittern Lake area and was moving north towards the eastern part of the community of Montreal Lake.  Approximately 130 evacuees from this community and the Montreal Lake Cree Nation were moved to Prince Albert.  "
,,,0,0,0,0,,1,21,5,2002,f,Spring,1,21,5,2002,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"British Columbia, May 2002.  High snow-pack levels, rapid melting and heavy rainfall caused severe runoff and flooding in areas of B.C. except Vancouver Island and the Central Coast. The spring freshet caused significant damage to private properties, public transportation corridors, and recreation facilities."
0,0,300,0,0,,,,4,22,5,2002,f,Spring,4,22,5,2002,f,Spring,Residential,Fire,Technology,Incident,0,0,Calgary,AB,Canada,t,"Calgary AB, May 5, 2002.  Fire gutted the Waterford Complex, a condominium development near downtown Calgary."
0,0,1200,0,0,,,,3,18,5,2002,f,Spring,3,18,5,2002,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Attawapiskat First Nation,ON,Canada,t,"Attawapiskat FN, ON, May 2002. Approximately 1200 people were evacuated to Moosonee and Timmins following the flooding of the Attawapiskat River. A municipal state of emergency was declared."
0,0,0,6975854,418551.2,,6975854,,7,23,6,2002,t,Winter,7,23,6,2002,t,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Municipalities of Ignace,ON,Canada,t,"Municipalities of Ignace, Fort Frances, Rainy River, Alberton, Atikokan, Chapple, Dawson, Emo, La Valle, Lake of the Woods, Morley, Machin; Township of Sioux-Narrows - Nestor Falls ON, June 9-11, 2002.  Parts of northwestern Ontario were declared disaster areas because of severe flooding. Roads and highways were washed out and closed, power and telecommunication lines were disrupted, and private properties were greatly damaged."
0,0,350,16054182,963250.9,8834091,7220091,,2,24,6,2002,f,Winter,2,24,6,2002,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Southern,AB,Canada,t,"Southern AB, June 11, 2002.  Approximately 280 mm of rain fell on the area within a few days.  The heavy rain and the unusually late spring runoff caused mudslides and forced sewage into river systems, and power lines were damaged in Waterton Lake National Park.  A local state of emergency was declared for the areas of: Pincher Creek, County of Warner, Village of Sterling, Village of Warner, Village of Foremost, and the Town of Coaldale.  Two hundred residents from the Blood First Nation and 150 residents from the Peigan First Nation were evacuated."
0,0,150,10376248,622574.9,3552493,5048976,,2,24,6,2002,f,Winter,2,24,6,2002,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Southeast,MB,Canada,t,"Southeast MB, June 11, 2002. Ten communities declared a state of emergency following severe flooding of homes and roads. About 240 mm of rain fell, causing the worst flooding southeast Manitoba had seen in 45 years. Levels of the Roseau River declined for a few days; however, additional flooding was expected the following week given the record water levels in the American portion of the river and the expected crest in southeast Manitoba. Residents and flood workers built dikes and laid sandbags as a preventative measure in the event of further flooding. Several roads were closed and some of these washed out or were covered with water. Crops were severely damaged because fields were submerged under water, and homes were inundated."
0,0,2500,0,0,,,,5,25,6,2002,f,Winter,5,25,6,2002,f,Winter,Non-Residential,Fire,Technology,Incident,0,0,Kgsville,ON,Canada,t,"Kingsville ON, June 21, 2002. Four million pounds of styrene incinerated."
0,0,600,0,0,,,,7,25,6,2002,t,Winter,7,25,6,2002,t,Winter,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Peerless Lake,AB,Canada,t,"Peerless Lake and Trout Lake AB, June 23, 2002.  The Peerless Lake Complex involved three separate fires within a small area approximately 155 km north of Slave Lake. These three fires forced the MD of Opportunity No. 17 to evacuate approximately 600 people to Red Earth.  The wild fires consumed a total of 15,438 ha of forest. "
0,0,425,31014,1860.8,,31014,,1,26,6,2002,f,Winter,1,26,6,2002,f,Winter,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Turnor Lake,SK,Canada,t,"Turnor Lake SK, June 25, 2002. Three hundred and fifty residents of Turnor Lake, located 600 km northwest of Saskatoon, were evacuated to nearby towns. The fire was charged by exceptionally dry and hot weather, and winds pushed the fire towards Turnor Lake. Water bombers continuously dropped their payload on the fire, while the town buildings and trees were showered by industrial sprinkler systems."
0,0,103,0,0,,,,5,26,6,2002,f,Winter,7,26,6,2002,t,Winter,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Hawes/Patuanak,SK,Canada,t,"Hawes/Patuanak SK, June 28-30, 2002. One hundred three evacuated."
0,0,480,0,0,,,,5,26,6,2002,f,Winter,1,27,7,2002,f,Summer,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Crutwell,SK,Canada,t,"Crutwell, Dillon, Hatchett Lake, Pelican Narrows, Deschambeault, Wahpeton First Nation, Nordell, Peter Pond SK, June 28 - July 1, 2002. Five hundred six evacuated."
0,0,628,0,0,,,,2,27,7,2002,f,Summer,2,27,7,2002,f,Summer,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Nemiscau region,QC,Canada,t,"Nemiscau region, near James Bay QC, July 2, 2002. Of 50 forest fires burning in Quebec around this time, the Nemiscau fire was the most noticeable.  The fire travelled within 800 metres of the native village of Nemaska. A total of 630 Chisasibi and Nemiscau-region residents were evacuated. The fire was ignited by intense thunder and lightning storms and destroyed over 600 km2 of forest. Consequently, 6000 Quebec forestry workers were laid-off. Hydro-Quebec disconnected its service to 500 000 people given the proximity of the fire to a major power line. Smoke could be seen in most of Quebec, parts of Ontario, and the northeastern United States."
0,0,912,464286,27857.2,,464286,,3,27,7,2002,f,Summer,3,27,7,2002,f,Summer,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Near community of Sheshatshui,NL,Canada,t,"Near the community of Sheshatshui and the Town of North West River NL, July 3, 2002.  A forest fire ignited 10-12 km from the community of Sheshatshui and the Town of North West River. Approximately 1200 residents were evacuated to the town of Happy Valley-Goose Bay. The fire burned 3km2 of forest."
0,0,350,0,0,,,,2,31,7,2002,f,Summer,2,31,7,2002,f,Summer,Leak / Spill Release,Hazardous Chemicals,Technology,Incident,0,0,Dryden,ON,Canada,t,"Dryden ON, July 30, 2002. A chlorine dioxide leak at a nearby paper mill caused 300 to 400 people to be evacuated from the immediate downwind area."
0,0,985,0,0,,,,1,27,7,2002,f,Summer,1,27,7,2002,f,Summer,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Kee-Way-W FN; Townships of Terrace Bay,ON,Canada,t,"Kee-Way-Win FN; Townships of Terrace Bay and Schrieber; Village of Rossport; Pays Plat FN; Deer Lake FN, ON, July 2002. Members of several communities were concerned by nearby fires and smoke. More than 1000 people were evacuated to Thunder Bay, Geraldton and Sioux Lookout. Municipal emergency declarations occurred in six communities."
1,0,120,0,0,,,,6,46,11,2002,t,Autumn,6,46,11,2002,t,Autumn,Rail,Transportation accident,Technology,Incident,0,0,Brantford,ON,Canada,t,"Brantford ON, November 16, 2002.  Eight train cars were derailed as a result of a collision with a van. The derailed cars rolled down an embankment that adjoined a neighbourhood, causing 120 people from the immediate area to be evacuated for two days. There were no leaks reported, but the cars contained a residue of butylene and butane."
30,,2,,,,,,2,4,1,2003,f,Winter,2,4,1,2003,f,Winter,Avalanche,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Golden, Fernie, Valemount, Nelson, Revelstoke, Durrand Glacier BC and Rogers Pass, Connaught Creek Valley, Okotoks, Mt. Terry Fox, Lake Louise, Rocky Mountains AB, January – April 2003.  Deadly avalanche season since 1970 claimed 30 lives in Western Canada.  The higher death toll was in part due to unusual weather patterns brought by an El Nino winter."
,2,300,,,,,,5,8,2,2003,f,Winter,5,8,2,2003,f,Winter,Rail,Transportation accident,Technology,Incident,0,0,Tyendaga Township First Nation,ON,Canada,t,"Tyendenaga Township First Nation ON, February 21, 2003. Two Canadian Pacific freight trains carrying hazardous materials collided, derailed and exploded in Tyendenaga Township First Nation near Melrose, Ontario.  Two crewmembers were injured and approximately 300 people were forced to leave their homes.  The township declared a state of emergency and ordered evacuation within a 2 km area of the site.  "
0,,,1869114,109092.3,1869114,,,1,14,3,2003,f,Spring,1,14,3,2003,f,Spring,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Prince Edward Island, March 31, 2003.  Both freezing rain and heavy snowfall destroyed power lines in the province. Power losses were experienced in western PEI. The province also experienced flooding as a result of heavy rainfall that contributed to the spring runoff. See Nova Scotia and Newfoundland entries for more information on this event."
0,0,0,2381905,139021.7,1869114,512791,,1,14,3,2003,f,Spring,1,14,3,2003,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Prince Edward Island, March 31, 2003.  The province was subjected to a severe rainstorm causing flooding and resulting in damage to both private and public property."
,,500,,,,,,1,21,5,2003,f,Spring,1,21,5,2003,f,Spring,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Eastern Passage,NS,Canada,t,"Cole Harbour, Eastern Passage NS, May 19, 2003.  A forest fire started in a bog near Cole Harbour.  High winds and dry conditions helped the fire spread out of control burning 240 hectares and forcing the evacuation of 240 homes.  Approximately 500 people were evacuated near Eastern Passage in northeast of Halifax.  No damage or injuries reported."
,,48501,159052448,9283216.8,159052448,,,2,27,7,2003,f,Summer,7,35,8,2003,t,Summer,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Southeastern British Columbia,AB,Canada,t,"Southeastern British Columbia and Southwestern Alberta; July and August 2003.  Dozens of communities were evacuated due to wildfires started by lightning and careless fire use.  Over 50,000 people were evacuated and firefighting costs alone are estimated at $400 million dollars."
0,,100,121846,7111.6,39640,82206,,1,30,7,2003,f,Summer,1,30,7,2003,f,Summer,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Norman Wells,Northwest Territories,Canada,t,"Norman Wells, NT, July 21, 2003. Lightening started a fire in an on old-growth black spruce forest approximately 17 km from Norman Wells. The fire was sustained by high temperatures and gusting winds. Norman Wells declared a state of emergency. About 100 people were evacuated due to thick smoke. Those with respiratory problems, the elderly, and the young were evacuated by plane to Inuvik while others were sent to nearby communities via boat."
,,,,,,,,4,33,8,2003,f,Summer,4,33,8,2003,f,Summer,Energy,Infrastructure failure,Technology,Incident,0,0,,,Canada,t,"Ontario, Midwest and Northeast USA, August 14, 2003. Approximately 50 million (over 9 million in Ontario) people were affected by a blackout, some experiencing power outages for over 48 hours. A combination of employee, equipment, and monitoring failures ultimately led to the blackout. The initial triggering power outage was prompted by contact between sagging transmission lines and untrimmed trees in Ohio."
8,,,25529656,1490057.7,25529656,,,1,40,9,2003,f,Autumn,1,40,9,2003,f,Autumn,Hurricane / Typhoon / Tropical Storm,Meteorological - Hydrological,Natural,Disaster,0,0,Halifax,NS,Canada,t,"Halifax NS and Charlottetown PE, September 29, 2003. At 00:10 AST, Hurricane Juan made landfall in Nova Scotia as one of the most powerful and damaging hurricanes to impact Canada.  A 1.63 metre storm surge occurred while Juan made landfall just south of Halifax as a Class 2 hurricane. Water levels reached 2.9 metres above chart datum, which was the highest water level recorded to date at this location. Winds gusted to 230 km/h in Halifax and waves outside Halifax Harbour reached a maximum height of 19 metres. Extensive damage to buildings, docks, boardwalks and trails occurred throughout Nova Scotia and Prince Edward Island. Point Pleasant Park in Halifax was decimated; nearly every tree in the 75-hectare park was damaged or uprooted. Juan knocked out power to hundreds of thousands of people. It is estaimated that up to 300,000 people lost power due to the strong winds. In addition, eight lives were lost either directly or indirectly as a result of Hurricane Juan."
